Order ID,Order Date,Country,City,Region,Subregion,Customer,Customer ID,Industry,Segment,Product,Sales,Quantity,Discount,Profit,Profit Margin
EMEA-2023-123687,2023-05-27,Ireland,Dublin,EMEA,UKIR,Bank of America Corp.,1011,Finance,Strategic,Support,25.76,2,0.0,0.7728,3.0
EMEA-2023-120138,2023-05-26,United Kingdom,London,EMEA,UKIR,Cisco Systems,1019,Tech,SMB,Storage,3.29,1,0.0,1.4805,45.0
EMEA-2023-120138,2023-05-26,United Kingdom,London,EMEA,UKIR,Cisco Systems,1019,Tech,SMB,SaaS Connector Pack,18.84,3,0.0,6.0288,32.0
EMEA-2023-161088,2023-05-26,Finland,Espoo,EMEA,NOR,Sprint Nextel,1081,Communications,Enterprise,ContactMatcher,29.84,2,0.0,13.428,45.0
APJ-2023-112473,2023-05-26,Japan,Tokyo,APJ,JAPN,Sysco,1084,Consumer Products,SMB,Marketing Suite - Gold,50.136,3,20.0,-11.2806,-22.5
EMEA-2023-120138,2023-05-26,United Kingdom,London,EMEA,UKIR,Cisco Systems,1019,Tech,SMB,Data Smasher,120.0,8,0.0,13.2,11.0
EMEA-2023-120138,2023-05-26,United Kingdom,London,EMEA,UKIR,Cisco Systems,1019,Tech,SMB,ContactMatcher,663.92,5,20.0,207.475,31.25
APJ-2023-164042,2023-05-24,Japan,Tokyo,APJ,JAPN,Target,1085,Retail,SMB,OneView,18.32,5,80.0,-46.716,-255.0
APJ-2023-164042,2023-05-24,Japan,Tokyo,APJ,JAPN,Target,1085,Retail,SMB,Storage,1.824,2,20.0,0.6156,33.75
APJ-2023-164042,2023-05-24,Japan,Tokyo,APJ,JAPN,Target,1085,Retail,SMB,Marketing Suite - Gold,48.816,3,20.0,-11.5938,-23.75
AMER-2023-167003,2023-05-24,United States,New York City,AMER,NAMER,Nestle,1089,Consumer Products,SMB,ContactMatcher,171.288,3,20.0,-6.4233,-3.75
APJ-2023-164042,2023-05-24,Japan,Tokyo,APJ,JAPN,Target,1085,Retail,SMB,ContactMatcher,1.188,1,80.0,-1.9602,-165.0
APJ-2023-150595,2023-05-23,Australia,Sydney,APJ,ANZ,Johnson & Johnson,1055,Healthcare,SMB,Support,22.344,3,20.0,2.5137,11.25
APJ-2023-150595,2023-05-23,Australia,Sydney,APJ,ANZ,Johnson & Johnson,1055,Healthcare,SMB,ContactMatcher,1.592,2,80.0,-2.6268,-165.0
AMER-2023-151127,2023-05-23,United States,New York City,AMER,NAMER,Chevron,1017,Energy,SMB,ChatBot Plugin,49.56,7,0.0,18.8328,38.0
AMER-2023-130106,2023-05-23,United States,Los Angeles,AMER,NAMER,Intel,1051,Tech,Enterprise,ChatBot Plugin,9.84,3,0.0,2.8536,29.0
AMER-2023-130106,2023-05-23,United States,Los Angeles,AMER,NAMER,Intel,1051,Tech,Enterprise,ChatBot Plugin,2.78,1,0.0,0.7228,26.0
AMER-2023-153080,2023-05-23,United States,New York City,AMER,NAMER,Siemens,1043,Manufacturing,SMB,Data Smasher,68.46,7,0.0,25.3302,37.0
APJ-2023-150595,2023-05-23,Australia,Sydney,APJ,ANZ,Johnson & Johnson,1055,Healthcare,SMB,FinanceHub,181.986,2,30.0,-54.5958,-30.0
EMEA-2023-167899,2023-05-22,United Kingdom,Cardiff,EMEA,UKIR,Daimler,1052,Transportation,Strategic,ChatBot Plugin,17.97,3,0.0,5.2113,29.0
EMEA-2023-167899,2023-05-22,United Kingdom,Cardiff,EMEA,UKIR,Daimler,1052,Transportation,Strategic,SaaS Connector Pack,520.05,5,0.0,72.807,14.0
AMER-2023-166695,2023-05-21,United States,Burlington,AMER,NAMER,Merck,1064,Healthcare,Enterprise,Big Ol Database,343.2,1,20.0,38.61,11.25
AMER-2023-166695,2023-05-21,United States,Burlington,AMER,NAMER,Merck,1064,Healthcare,Enterprise,SaaS Connector Pack,6.98,1,0.0,3.3504,48.0
AMER-2023-149468,2023-05-21,Brazil,Belo Horizonte,AMER,LATAM,Sony,1028,Tech,Strategic,ContactMatcher,41.28,2,0.0,19.8144,48.0
AMER-2023-166695,2023-05-21,United States,Burlington,AMER,NAMER,Merck,1064,Healthcare,Enterprise,FinanceHub,518.272,8,20.0,-97.176,-18.75
EMEA-2023-166688,2023-05-21,Israel,Tel Aviv,EMEA,EU-EAST,Engie,1062,Energy,SMB,ContactMatcher,8.288,2,20.0,3.0044,36.25
EMEA-2023-111332,2023-05-21,Qatar,Doha,EMEA,MEA,Airbus,1030,Manufacturing,SMB,Marketing Suite - Gold,704.76,4,0.0,162.0948,23.0
EMEA-2023-166688,2023-05-21,Israel,Tel Aviv,EMEA,EU-EAST,Engie,1062,Energy,SMB,Site Analytics,1123.128,9,20.0,70.1955,6.25
EMEA-2023-111332,2023-05-21,Qatar,Doha,EMEA,MEA,Airbus,1030,Manufacturing,SMB,Storage,7.41,3,0.0,3.4827,47.0
EMEA-2023-166688,2023-05-21,Israel,Tel Aviv,EMEA,EU-EAST,Engie,1062,Energy,SMB,OneView,64.9,5,0.0,18.821,29.0
EMEA-2023-111332,2023-05-21,Qatar,Doha,EMEA,MEA,Airbus,1030,Manufacturing,SMB,ChatBot Plugin,25.92,4,0.0,8.2944,32.0
EMEA-2023-111332,2023-05-21,Qatar,Doha,EMEA,MEA,Airbus,1030,Manufacturing,SMB,ChatBot Plugin,131.94,3,0.0,35.6238,27.0
EMEA-2023-111332,2023-05-21,Qatar,Doha,EMEA,MEA,Airbus,1030,Manufacturing,SMB,ChatBot Plugin,21.5,10,0.0,7.095,33.0
EMEA-2023-138975,2023-05-20,Finland,Helsinki,EMEA,NOR,Apple,1008,Tech,SMB,Data Smasher,67.8,4,0.0,4.068,6.0
EMEA-2023-145702,2023-05-20,South Africa,Johannesburg,EMEA,MEA,Kroger,1057,Retail,Strategic,FinanceHub,314.352,3,20.0,-35.3646,-11.25
AMER-2023-147998,2023-05-20,United States,Chicago,AMER,NAMER,Chevron,1017,Energy,SMB,ContactMatcher,133.12,5,20.0,49.92,37.5
EMEA-2023-138975,2023-05-20,Finland,Helsinki,EMEA,NOR,Apple,1008,Tech,SMB,Support,286.93,7,0.0,140.5957,49.0
EMEA-2023-138975,2023-05-20,Finland,Helsinki,EMEA,NOR,Apple,1008,Tech,SMB,Marketing Suite,1628.82,9,0.0,374.6286,23.0
EMEA-2023-138975,2023-05-20,Finland,Helsinki,EMEA,NOR,Apple,1008,Tech,SMB,Site Analytics,377.97,3,0.0,98.2722,26.0
AMER-2023-113530,2023-05-20,United States,Los Angeles,AMER,NAMER,Nestle,1089,Consumer Products,Enterprise,Data Smasher,36.32,1,0.0,10.896,30.0
AMER-2023-113530,2023-05-20,United States,Los Angeles,AMER,NAMER,Nestle,1089,Consumer Products,Enterprise,ChatBot Plugin,5.58,1,0.0,1.395,25.0
AMER-2023-113530,2023-05-20,United States,Los Angeles,AMER,NAMER,Nestle,1089,Consumer Products,Enterprise,ChatBot Plugin,3.52,2,0.0,1.0208,29.0
AMER-2023-113530,2023-05-20,United States,Los Angeles,AMER,NAMER,Nestle,1089,Consumer Products,Enterprise,FinanceHub,681.408,12,20.0,42.588,6.25
APJ-2023-108700,2023-05-20,Australia,Melbourne,APJ,ANZ,Phillips 66,1056,Energy,Strategic,Support,38.016,6,20.0,13.7808,36.25
EMEA-2023-100048,2023-05-20,United Kingdom,Edinburgh,EMEA,UKIR,Caterpillar,1016,Manufacturing,Strategic,Data Smasher,299.97,3,0.0,113.9886,38.0
EMEA-2023-120607,2023-05-20,Finland,Helsinki,EMEA,NOR,Mitsubishi,1050,Manufacturing,SMB,Support,195.64,4,0.0,91.9508,47.0
AMER-2023-153787,2023-05-20,Canada,Toronto,AMER,NAMER,Home Depot,1047,Retail,SMB,OneView,97.16,2,0.0,28.1764,29.0
EMEA-2023-100048,2023-05-20,United Kingdom,Edinburgh,EMEA,UKIR,Caterpillar,1016,Manufacturing,Strategic,Site Analytics,307.98,2,0.0,89.3142,29.0
APJ-2023-122077,2023-05-20,Japan,Ibaraki,APJ,JAPN,Mondelez International,1067,Consumer Products,SMB,FinanceHub,13.216,4,20.0,4.2952,32.5
APJ-2023-122077,2023-05-20,Japan,Ibaraki,APJ,JAPN,Mondelez International,1067,Consumer Products,SMB,Site Analytics,95.992,1,20.0,9.5992,10.0
EMEA-2023-127803,2023-05-20,Portugal,Porto,EMEA,EU-WEST,Volkswagen,1046,Manufacturing,Strategic,ContactMatcher,26.16,4,0.0,12.8184,49.0
EMEA-2023-100048,2023-05-20,United Kingdom,Edinburgh,EMEA,UKIR,Caterpillar,1016,Manufacturing,Strategic,OneView,281.34,6,0.0,109.7226,39.0
EMEA-2023-145702,2023-05-20,South Africa,Johannesburg,EMEA,MEA,Kroger,1057,Retail,Strategic,Support,27.888,7,20.0,10.1094,36.25
EMEA-2023-112865,2023-05-19,France,Paris,EMEA,EU-WEST,BNP Paribas,1065,Finance,SMB,Data Smasher,36.048,3,20.0,-0.9012,-2.5
EMEA-2023-117863,2023-05-19,United Kingdom,London,EMEA,UKIR,Pemex,1058,Energy,SMB,ContactMatcher,3.048,1,20.0,1.0287,33.75
EMEA-2023-117863,2023-05-19,United Kingdom,London,EMEA,UKIR,Pemex,1058,Energy,SMB,SaaS Connector Pack,14.56,2,0.0,6.2608,43.0
EMEA-2023-159464,2023-05-19,Finland,Vantaa,EMEA,NOR,Johnson & Johnson,1055,Healthcare,Strategic,Marketing Suite,302.94,3,0.0,75.735,25.0
EMEA-2023-117401,2023-05-19,Poland,Warsaw,EMEA,EU-WEST,Mitsubishi,1050,Manufacturing,Enterprise,ContactMatcher,43.19,7,0.0,20.7312,48.0
APJ-2023-155642,2023-05-19,Australia,Sydney,APJ,ANZ,BNP Paribas,1065,Finance,Strategic,SaaS Connector Pack,1.892,1,60.0,-0.9933,-52.5
EMEA-2023-117401,2023-05-19,Poland,Warsaw,EMEA,EU-WEST,Mitsubishi,1050,Manufacturing,Enterprise,Site Analytics,114.95,5,0.0,2.299,2.0
EMEA-2023-117401,2023-05-19,Poland,Warsaw,EMEA,EU-WEST,Mitsubishi,1050,Manufacturing,Enterprise,OneView,706.86,7,0.0,197.9208,28.0
APJ-2023-112536,2023-05-19,Japan,Sapporo,APJ,JAPN,Nestle,1089,Consumer Products,Strategic,Marketing Suite - Gold,8.928,2,20.0,0.6696,7.5
APJ-2023-112536,2023-05-19,Japan,Sapporo,APJ,JAPN,Nestle,1089,Consumer Products,Strategic,ContactMatcher,1.996,1,80.0,-3.2934,-165.0
APJ-2023-112536,2023-05-19,Japan,Sapporo,APJ,JAPN,Nestle,1089,Consumer Products,Strategic,ContactMatcher,6.874,7,80.0,-10.6547,-155.0
EMEA-2023-121643,2023-05-19,Belgium,Brussels,EMEA,EU-WEST,Valero Energy,1093,Energy,SMB,Site Analytics,344.704,2,20.0,38.7792,11.25
EMEA-2023-159464,2023-05-19,Finland,Vantaa,EMEA,NOR,Johnson & Johnson,1055,Healthcare,Strategic,OneView,17.24,2,0.0,4.4824,26.0
EMEA-2023-159464,2023-05-19,Finland,Vantaa,EMEA,NOR,Johnson & Johnson,1055,Healthcare,Strategic,ContactMatcher,113.94,6,0.0,54.6912,48.0
EMEA-2023-159464,2023-05-19,Finland,Vantaa,EMEA,NOR,Johnson & Johnson,1055,Healthcare,Strategic,Site Analytics,55.98,2,0.0,15.6744,28.0
APJ-2023-155642,2023-05-19,Australia,Sydney,APJ,ANZ,BNP Paribas,1065,Finance,Strategic,SaaS Connector Pack,22.608,3,60.0,-10.1736,-45.0
EMEA-2023-159464,2023-05-19,Finland,Vantaa,EMEA,NOR,Johnson & Johnson,1055,Healthcare,Strategic,Site Analytics,34.75,5,0.0,15.6375,45.0
AMER-2023-166576,2023-05-17,Mexico,Guadalajara,AMER,LATAM,ConocoPhillips,1024,Energy,SMB,Marketing Suite - Gold,221.024,2,20.0,-55.256,-25.0
AMER-2023-110604,2023-05-16,Canada,Toronto,AMER,NAMER,Mondelez International,1067,Consumer Products,SMB,SaaS Connector Pack,39.96,2,0.0,17.1828,43.0
AMER-2023-110604,2023-05-16,Canada,Toronto,AMER,NAMER,Mondelez International,1067,Consumer Products,SMB,FinanceHub,42.624,2,20.0,4.2624,10.0
AMER-2023-102414,2023-05-16,Chile,Santiago,AMER,LATAM,AmerisourceBergen,1007,Healthcare,SMB,Support,15.552,3,20.0,5.6376,36.25
AMER-2023-102414,2023-05-16,Chile,Santiago,AMER,LATAM,AmerisourceBergen,1007,Healthcare,SMB,Site Analytics,29.592,1,20.0,2.5893,8.75
AMER-2023-102414,2023-05-16,Chile,Santiago,AMER,LATAM,AmerisourceBergen,1007,Healthcare,SMB,ContactMatcher,4.752,2,70.0,-3.168,-66.67
APJ-2023-152569,2023-05-16,Australia,Sydney,APJ,ANZ,Walmart,1096,Retail,SMB,Site Analytics,11.12,2,20.0,3.475,31.25
APJ-2023-152569,2023-05-16,Australia,Sydney,APJ,ANZ,Walmart,1096,Retail,SMB,Support,56.704,2,20.0,19.1376,33.75
AMER-2023-110604,2023-05-16,Canada,Toronto,AMER,NAMER,Mondelez International,1067,Consumer Products,SMB,FinanceHub,220.96,1,20.0,24.858,11.25
AMER-2023-143686,2023-05-15,United States,Atlanta,AMER,NAMER,Pemex,1058,Energy,SMB,Data Smasher,1399.93,7,0.0,601.9699,43.0
AMER-2023-154872,2023-05-15,Mexico,Tijuana,AMER,LATAM,Siemens,1043,Manufacturing,SMB,ContactMatcher,58.17,5,70.0,-46.536,-80.0
AMER-2023-154872,2023-05-15,Mexico,Tijuana,AMER,LATAM,Siemens,1043,Manufacturing,SMB,FinanceHub,5.04,2,20.0,1.764,35.0
AMER-2023-154872,2023-05-15,Mexico,Tijuana,AMER,LATAM,Siemens,1043,Manufacturing,SMB,Support,24.784,1,20.0,7.745,31.25
AMER-2023-143686,2023-05-15,United States,Atlanta,AMER,NAMER,Pemex,1058,Energy,SMB,SaaS Connector Pack,18.28,2,0.0,6.2152,34.0
APJ-2023-133361,2023-05-15,China,Beijing,APJ,APAC,Airbus,1030,Manufacturing,Strategic,FinanceHub,74.0,5,0.0,37.0,50.0
APJ-2023-133361,2023-05-15,China,Beijing,APJ,APAC,Airbus,1030,Manufacturing,Strategic,FinanceHub,261.96,2,0.0,23.5764,9.0
APJ-2023-133361,2023-05-15,China,Beijing,APJ,APAC,Airbus,1030,Manufacturing,Strategic,Data Smasher,89.97,3,0.0,18.8937,21.0
APJ-2023-133361,2023-05-15,China,Beijing,APJ,APAC,Airbus,1030,Manufacturing,Strategic,ChatBot Plugin,37.2,5,0.0,9.3,25.0
APJ-2023-133361,2023-05-15,China,Beijing,APJ,APAC,Airbus,1030,Manufacturing,Strategic,ChatBot Plugin,14.7,5,0.0,6.615,45.0
APJ-2023-161774,2023-05-15,Japan,Tokyo,APJ,JAPN,Lukoil,1044,Energy,SMB,Site Analytics,7.992,1,20.0,0.6993,8.75
EMEA-2023-115546,2023-05-15,United Kingdom,London,EMEA,UKIR,Nissan Motor,1098,Transportation,SMB,Site Analytics,539.97,3,0.0,134.9925,25.0
EMEA-2023-115546,2023-05-15,United Kingdom,London,EMEA,UKIR,Nissan Motor,1098,Transportation,SMB,Marketing Suite - Gold,22.58,2,0.0,5.8708,26.0
APJ-2023-161774,2023-05-15,Japan,Tokyo,APJ,JAPN,Lukoil,1044,Energy,SMB,FinanceHub,899.43,5,30.0,-12.849,-1.43
APJ-2023-161774,2023-05-15,Japan,Tokyo,APJ,JAPN,Lukoil,1044,Energy,SMB,ChatBot Plugin,46.2,5,20.0,5.775,12.5
APJ-2023-133361,2023-05-15,China,Beijing,APJ,APAC,Airbus,1030,Manufacturing,Strategic,ChatBot Plugin,3.76,2,0.0,1.0904,29.0
APJ-2023-161774,2023-05-15,Japan,Tokyo,APJ,JAPN,Lukoil,1044,Energy,SMB,Support,47.952,3,20.0,16.1838,33.75
AMER-2023-129357,2023-05-15,Canada,Toronto,AMER,NAMER,Carrefour,1048,Retail,Strategic,Support,64.4,5,0.0,1.932,3.0
APJ-2023-161774,2023-05-15,Japan,Tokyo,APJ,JAPN,Lukoil,1044,Energy,SMB,Support,76.864,2,20.0,26.9024,35.0
AMER-2023-129357,2023-05-15,Canada,Toronto,AMER,NAMER,Carrefour,1048,Retail,Strategic,Support,440.19,9,0.0,206.8893,47.0
EMEA-2023-133641,2023-05-15,Ukraine,Kharkiv,EMEA,EU-EAST,Ford Motor,1009,Manufacturing,SMB,SaaS Connector Pack - Gold,48.69,9,0.0,23.8581,49.0
APJ-2023-149048,2023-05-14,India,Delhi,APJ,IND,Volkswagen,1046,Manufacturing,Strategic,Marketing Suite - Gold,530.34,2,0.0,95.4612,18.0
APJ-2023-149048,2023-05-14,India,Delhi,APJ,IND,Volkswagen,1046,Manufacturing,Strategic,Support,14.94,3,0.0,7.3206,49.0
APJ-2023-161655,2023-05-14,Philippines,Quezon City,APJ,APAC,Pemex,1058,Energy,Enterprise,ContactMatcher,299.52,9,0.0,149.76,50.0
EMEA-2023-104318,2023-05-14,South Africa,Johannesburg,EMEA,MEA,CVS Health,1026,Retail,Strategic,OneView,20.768,2,20.0,2.3364,11.25
APJ-2023-149048,2023-05-14,India,Delhi,APJ,IND,Volkswagen,1046,Manufacturing,Strategic,Site Analytics,587.97,3,0.0,158.7519,27.0
APJ-2023-149048,2023-05-14,India,Delhi,APJ,IND,Volkswagen,1046,Manufacturing,Strategic,ContactMatcher,914.97,3,0.0,411.7365,45.0
EMEA-2023-137785,2023-05-14,France,Paris,EMEA,EU-WEST,Sprint Nextel,1081,Communications,Enterprise,FinanceHub,458.43,5,30.0,-124.431,-27.14
APJ-2023-149048,2023-05-14,India,Delhi,APJ,IND,Volkswagen,1046,Manufacturing,Strategic,SaaS Connector Pack - Gold,180.96,2,0.0,81.432,45.0
AMER-2023-100748,2023-05-14,United States,Los Angeles,AMER,NAMER,Lowes,1060,Retail,Enterprise,FinanceHub,58.48,8,0.0,27.4856,47.0
AMER-2023-152226,2023-05-13,Mexico,Guadalajara,AMER,LATAM,Allianz,1080,Finance,SMB,FinanceHub,5.904,2,20.0,1.9926,33.75
APJ-2023-158218,2023-05-13,Japan,Tokyo,APJ,JAPN,Sprint Nextel,1081,Communications,Strategic,Marketing Suite - Gold,127.92,5,20.0,-15.99,-12.5
APJ-2023-104577,2023-05-13,South Korea,Busan,APJ,APAC,Banco Santander,1101,Finance,SMB,Support,87.6,5,0.0,42.048,48.0
AMER-2023-106796,2023-05-13,Mexico,Toluca,AMER,LATAM,Sysco,1084,Consumer Products,Enterprise,ChatBot Plugin,10.272,3,20.0,1.1556,11.25
AMER-2023-117632,2023-05-13,United States,Los Angeles,AMER,NAMER,Aetna,1002,Healthcare,Strategic,ContactMatcher,285.48,5,20.0,-10.7055,-3.75
AMER-2023-117632,2023-05-13,United States,Los Angeles,AMER,NAMER,Aetna,1002,Healthcare,Strategic,ContactMatcher,19.168,4,20.0,6.4692,33.75
AMER-2023-117632,2023-05-13,United States,Los Angeles,AMER,NAMER,Aetna,1002,Healthcare,Strategic,OneView,7.77,1,0.0,2.0979,27.0
APJ-2023-158218,2023-05-13,Japan,Tokyo,APJ,JAPN,Sprint Nextel,1081,Communications,Strategic,ContactMatcher,34.24,4,80.0,-53.072,-155.0
AMER-2023-122175,2023-05-13,Argentina,Buenos Aires,AMER,LATAM,CVS Health,1026,Retail,SMB,Data Smasher,87.4,5,0.0,34.96,40.0
AMER-2023-122175,2023-05-13,Argentina,Buenos Aires,AMER,LATAM,CVS Health,1026,Retail,SMB,Support,17.0,2,0.0,4.42,26.0
AMER-2023-122175,2023-05-13,Argentina,Buenos Aires,AMER,LATAM,CVS Health,1026,Retail,SMB,FinanceHub,6.16,2,0.0,2.9568,48.0
AMER-2023-122175,2023-05-13,Argentina,Buenos Aires,AMER,LATAM,CVS Health,1026,Retail,SMB,SaaS Connector Pack,42.85,5,0.0,15.426,36.0
AMER-2023-117632,2023-05-13,United States,Los Angeles,AMER,NAMER,Aetna,1002,Healthcare,Strategic,Support,238.62,2,0.0,4.7724,2.0
AMER-2023-133823,2023-05-12,Canada,Toronto,AMER,NAMER,Amazon,1004,Tech,SMB,Support,37.44,6,0.0,16.848,45.0
APJ-2023-140298,2023-05-12,Japan,Chiba,APJ,JAPN,Huawei,1086,Tech,Enterprise,SaaS Connector Pack,7.996,1,60.0,-6.9965,-87.5
AMER-2023-139647,2023-05-12,Chile,Santiago,AMER,LATAM,Phillips 66,1056,Energy,Strategic,Marketing Suite,209.979,7,70.0,-356.9643,-170.0
AMER-2023-133823,2023-05-12,Canada,Toronto,AMER,NAMER,Amazon,1004,Tech,SMB,FinanceHub,37.59,3,0.0,17.6673,47.0
EMEA-2023-115322,2023-05-12,United Kingdom,London,EMEA,UKIR,Volkswagen,1046,Manufacturing,SMB,ChatBot Plugin,43.92,3,0.0,12.7368,29.0
AMER-2023-133823,2023-05-12,Canada,Toronto,AMER,NAMER,Amazon,1004,Tech,SMB,ContactMatcher,26.032,2,20.0,9.4366,36.25
APJ-2023-140298,2023-05-12,Japan,Chiba,APJ,JAPN,Huawei,1086,Tech,Enterprise,Support,6.848,2,20.0,2.14,31.25
APJ-2023-140298,2023-05-12,Japan,Chiba,APJ,JAPN,Huawei,1086,Tech,Enterprise,Marketing Suite - Gold,74.416,2,20.0,-14.8832,-20.0
APJ-2023-140298,2023-05-12,Japan,Chiba,APJ,JAPN,Huawei,1086,Tech,Enterprise,ChatBot Plugin,5.248,2,20.0,0.5904,11.25
AMER-2023-118199,2023-05-10,Canada,Toronto,AMER,NAMER,Itochu,1032,Finance,Enterprise,ContactMatcher,286.85,1,0.0,63.107,22.0
AMER-2023-118199,2023-05-10,Canada,Toronto,AMER,NAMER,Itochu,1032,Finance,Enterprise,Marketing Suite - Gold,104.28,3,0.0,26.07,25.0
AMER-2023-118199,2023-05-10,Canada,Toronto,AMER,NAMER,Itochu,1032,Finance,Enterprise,Marketing Suite - Gold,66.96,4,0.0,2.6784,4.0
EMEA-2023-134810,2023-05-10,Sweden,Gothenburg,EMEA,NOR,PepsiCo,1073,Consumer Products,Strategic,FinanceHub,207.0,3,20.0,25.875,12.5
EMEA-2023-134810,2023-05-10,Sweden,Gothenburg,EMEA,NOR,PepsiCo,1073,Consumer Products,Strategic,SaaS Connector Pack - Gold,65.232,3,20.0,22.0158,33.75
AMER-2023-118199,2023-05-10,Canada,Toronto,AMER,NAMER,Itochu,1032,Finance,Enterprise,Data Smasher,199.98,2,0.0,87.9912,44.0
AMER-2023-118199,2023-05-10,Canada,Toronto,AMER,NAMER,Itochu,1032,Finance,Enterprise,ContactMatcher,147.92,5,20.0,46.225,31.25
EMEA-2023-156895,2023-05-09,France,Paris,EMEA,EU-WEST,Ford Motor,1009,Manufacturing,Strategic,FinanceHub,128.058,3,30.0,-23.7822,-18.57
APJ-2023-107797,2023-05-09,Japan,Aichi,APJ,JAPN,Verizon Communications,1094,Communications,Strategic,Support,41.472,8,20.0,14.5152,35.0
AMER-2023-104451,2023-05-09,United States,Los Angeles,AMER,NAMER,HSBC Holdings,1070,Finance,SMB,OneView,81.08,4,0.0,22.7024,28.0
AMER-2023-149181,2023-05-09,Mexico,Mexico City,AMER,LATAM,Nestle,1089,Consumer Products,SMB,FinanceHub,47.992,2,30.0,-2.0568,-4.29
AMER-2023-133865,2023-05-09,United States,New York City,AMER,NAMER,Costco Wholesale,1025,Retail,Enterprise,Alchemy,3359.952,6,20.0,1049.985,31.25
AMER-2023-102820,2023-05-08,United States,Newark,AMER,NAMER,Boeing,1014,Manufacturing,SMB,Site Analytics,419.944,7,20.0,52.493,12.5
AMER-2023-159688,2023-05-08,United States,New York City,AMER,NAMER,Airbus,1030,Manufacturing,Enterprise,Data Smasher,79.99,1,0.0,28.7964,36.0
AMER-2023-141733,2023-05-08,Brazil,São Paulo,AMER,LATAM,Abbott Laboratories,1001,Healthcare,Strategic,OneView,87.444,2,10.0,18.4604,21.11
AMER-2023-141733,2023-05-08,Brazil,São Paulo,AMER,LATAM,Abbott Laboratories,1001,Healthcare,Strategic,FinanceHub,476.8,2,0.0,119.2,25.0
AMER-2023-141733,2023-05-08,Brazil,São Paulo,AMER,LATAM,Abbott Laboratories,1001,Healthcare,Strategic,FinanceHub,26.64,1,0.0,7.4592,28.0
AMER-2023-141733,2023-05-08,Brazil,São Paulo,AMER,LATAM,Abbott Laboratories,1001,Healthcare,Strategic,FinanceHub,1458.65,5,0.0,423.0085,29.0
APJ-2023-162124,2023-05-07,Australia,Sydney,APJ,ANZ,J.P. Morgan Chase & Co.,1054,Finance,SMB,Data Smasher,191.968,4,20.0,28.7952,15.0
AMER-2023-133487,2023-05-07,United States,Austin,AMER,NAMER,Tyson Foods,1088,Consumer Products,SMB,OneView,152.94,3,0.0,41.2938,27.0
AMER-2023-145779,2023-05-07,Chile,Santiago,AMER,LATAM,BNP Paribas,1065,Finance,SMB,Support,84.416,4,20.0,27.4352,32.5
EMEA-2023-144498,2023-05-07,Sweden,Stockholm,EMEA,NOR,Mitsubishi,1050,Manufacturing,SMB,ContactMatcher,68.541,11,70.0,-52.5481,-76.67
APJ-2023-140242,2023-05-07,Australia,Sydney,APJ,ANZ,Enel,1013,Energy,Enterprise,ChatBot Plugin,6.408,3,20.0,0.6408,10.0
APJ-2023-133200,2023-05-07,Japan,Saitama,APJ,JAPN,Valero Energy,1093,Energy,Strategic,ContactMatcher,11.06,10,80.0,-18.802,-170.0
APJ-2023-133200,2023-05-07,Japan,Saitama,APJ,JAPN,Valero Energy,1093,Energy,Strategic,Marketing Suite,623.4648,7,32.0,-119.1918,-19.12
APJ-2023-133200,2023-05-07,Japan,Saitama,APJ,JAPN,Valero Energy,1093,Energy,Strategic,Marketing Suite - Gold,772.68,5,20.0,-57.951,-7.5
EMEA-2023-144498,2023-05-07,Sweden,Stockholm,EMEA,NOR,Mitsubishi,1050,Manufacturing,SMB,Site Analytics,627.168,4,20.0,70.5564,11.25
EMEA-2023-156769,2023-05-07,Spain,Madrid,EMEA,EU-WEST,Trafigura Group,1100,Finance,SMB,ChatBot Plugin,54.66,6,0.0,18.0378,33.0
EMEA-2023-144498,2023-05-07,Sweden,Stockholm,EMEA,NOR,Mitsubishi,1050,Manufacturing,SMB,FinanceHub,122.12,5,20.0,39.689,32.5
EMEA-2023-167668,2023-05-07,United Kingdom,London,EMEA,UKIR,Bank of America Corp.,1011,Finance,SMB,FinanceHub,59.2,4,0.0,29.6,50.0
APJ-2023-140242,2023-05-07,Australia,Sydney,APJ,ANZ,Enel,1013,Energy,Enterprise,Data Smasher,408.744,7,20.0,76.6395,18.75
EMEA-2023-105991,2023-05-06,Russia,St Petersburg,EMEA,EU-EAST,Citigroup,1020,Finance,SMB,SaaS Connector Pack - Gold,21.24,9,20.0,7.434,35.0
EMEA-2023-105991,2023-05-06,Russia,St Petersburg,EMEA,EU-EAST,Citigroup,1020,Finance,SMB,Marketing Suite,89.991,3,70.0,-152.9847,-170.0
EMEA-2023-105991,2023-05-06,Russia,St Petersburg,EMEA,EU-EAST,Citigroup,1020,Finance,SMB,ContactMatcher,9.552,8,70.0,-7.3232,-76.67
EMEA-2023-160724,2023-05-06,Finland,Helsinki,EMEA,NOR,Bank of America Corp.,1011,Finance,Strategic,ContactMatcher,34.5,3,0.0,15.525,45.0
EMEA-2023-107552,2023-05-06,United Kingdom,London,EMEA,UKIR,FedEx,1036,Transportation,SMB,Support,6.68,1,0.0,3.2064,48.0
AMER-2023-141943,2023-05-06,United States,Los Angeles,AMER,NAMER,Lowes,1060,Retail,SMB,SaaS Connector Pack - Gold,23.16,2,0.0,11.58,50.0
AMER-2023-168900,2023-05-05,Mexico,Toluca,AMER,LATAM,Bosch,1076,Tech,SMB,ContactMatcher,2.313,1,70.0,-1.9275,-83.33
